age,filename,database,gender,race
78,78_0_1_20170117195212700.jpg.chip.jpg,UTKFace,0,1
49,49_0_3_20170119201931356.jpg.chip.jpg,UTKFace,0,3
29,29_0_3_20170119195338355.jpg.chip.jpg,UTKFace,0,3
39,39_1_4_20170117203758344.jpg.chip.jpg,UTKFace,1,4
25,25_0_1_20170113151735327.jpg.chip.jpg,UTKFace,0,1
47,47_0_4_20170104002129509.jpg.chip.jpg,UTKFace,0,4
51,51_0_0_20170109012546903.jpg.chip.jpg,UTKFace,0,0
41,41_0_0_20170119204215791.jpg.chip.jpg,UTKFace,0,0
29,29_0_4_20170103235201420.jpg.chip.jpg,UTKFace,0,4
76,76_1_0_20170110131744527.jpg.chip.jpg,UTKFace,1,0
4,4_1_2_20161219141837833.jpg.chip.jpg,UTKFace,1,2
30,30_0_3_20170119155845146.jpg.chip.jpg,UTKFace,0,3
39,39_1_1_20170116165532163.jpg.chip.jpg,UTKFace,1,1
59,59_0_0_20170105173420933.jpg.chip.jpg,UTKFace,0,0
60,60_0_2_20170116190207532.jpg.chip.jpg,UTKFace,0,2
26,26_0_1_20170116204941727.jpg.chip.jpg,UTKFace,0,1
29,29_0_2_20170116193337129.jpg.chip.jpg,UTKFace,0,2
16,16_1_1_20170109212835445.jpg.chip.jpg,UTKFace,1,1
72,72_1_0_20170120224942952.jpg.chip.jpg,UTKFace,1,0
29,29_1_2_20170104023153742.jpg.chip.jpg,UTKFace,1,2
1,1_0_2_20161219200427051.jpg.chip.jpg,UTKFace,0,2
17,17_0_4_20170103210008641.jpg.chip.jpg,UTKFace,0,4
62,62_0_1_20170111203832046.jpg.chip.jpg,UTKFace,0,1
56,56_0_2_20170111202058310.jpg.chip.jpg,UTKFace,0,2
69,69_1_2_20170105174748782.jpg.chip.jpg,UTKFace,1,2
16,16_0_3_20170110231223673.jpg.chip.jpg,UTKFace,0,3
16,16_1_1_20170114030930183.jpg.chip.jpg,UTKFace,1,1
37,37_1_1_20170112215450519.jpg.chip.jpg,UTKFace,1,1
37,37_1_2_20170104005945096.jpg.chip.jpg,UTKFace,1,2
19,19_0_1_20170116210354987.jpg.chip.jpg,UTKFace,0,1
77,77_0_0_20170111222408207.jpg.chip.jpg,UTKFace,0,0
14,14_1_2_20170102234329485.jpg.chip.jpg,UTKFace,1,2
76,76_0_1_20170116204915499.jpg.chip.jpg,UTKFace,0,1
63,63_1_3_20170117143046787.jpg.chip.jpg,UTKFace,1,3
51,51_0_4_20170104210502395.jpg.chip.jpg,UTKFace,0,4
76,76_1_0_20170110183026065.jpg.chip.jpg,UTKFace,1,0
44,44_0_4_20170117204035832.jpg.chip.jpg,UTKFace,0,4
36,36_0_4_20170117183809714.jpg.chip.jpg,UTKFace,0,4
26,26_0_1_20170117020645902.jpg.chip.jpg,UTKFace,0,1
96,96_1_0_20170110182515404.jpg.chip.jpg,UTKFace,1,0
53,53_1_3_20170119205926527.jpg.chip.jpg,UTKFace,1,3
34,34_0_4_20170113161453036.jpg.chip.jpg,UTKFace,0,4
51,51_0_2_20170116192859594.jpg.chip.jpg,UTKFace,0,2
32,32_1_1_20170112234109369.jpg.chip.jpg,UTKFace,1,1
29,29_1_2_20170105165156291.jpg.chip.jpg,UTKFace,1,2
9,9_0_0_20170120133317677.jpg.chip.jpg,UTKFace,0,0
89,89_1_3_20170110182042731.jpg.chip.jpg,UTKFace,1,3
46,46_0_4_20170104202042473.jpg.chip.jpg,UTKFace,0,4
86,86_1_0_20170110183800477.jpg.chip.jpg,UTKFace,1,0
10,10_1_0_20170109203512075.jpg.chip.jpg,UTKFace,1,0
24,24_1_2_20170105162251371.jpg.chip.jpg,UTKFace,1,2
39,39_0_1_20170113134340234.jpg.chip.jpg,UTKFace,0,1
26,26_1_3_20170104235406507.jpg.chip.jpg,UTKFace,1,3
65,65_0_1_20170113184825438.jpg.chip.jpg,UTKFace,0,1
26,26_1_3_20170117153146187.jpg.chip.jpg,UTKFace,1,3
30,30_0_1_20170117130040363.jpg.chip.jpg,UTKFace,0,1
58,58_0_2_20170116193604774.jpg.chip.jpg,UTKFace,0,2
24,24_0_2_20170116165205506.jpg.chip.jpg,UTKFace,0,2
85,85_1_0_20170110183129402.jpg.chip.jpg,UTKFace,1,0
53,53_0_4_20170104212427149.jpg.chip.jpg,UTKFace,0,4
35,35_0_1_20170117091619928.jpg.chip.jpg,UTKFace,0,1
51,51_1_3_20170109132350438.jpg.chip.jpg,UTKFace,1,3
63,63_0_0_20170120225659313.jpg.chip.jpg,UTKFace,0,0
39,39_0_1_20170117165939682.jpg.chip.jpg,UTKFace,0,1
44,44_0_1_20170111181750405.jpg.chip.jpg,UTKFace,0,1
1,1_1_2_20161219155926197.jpg.chip.jpg,UTKFace,1,2
29,29_1_1_20170112211746397.jpg.chip.jpg,UTKFace,1,1
68,68_0_0_20170111200435940.jpg.chip.jpg,UTKFace,0,0
85,85_1_0_20170110181617775.jpg.chip.jpg,UTKFace,1,0
39,39_1_0_20170117171010820.jpg.chip.jpg,UTKFace,1,0
36,36_0_1_20170119180151531.jpg.chip.jpg,UTKFace,0,1
5,5_0_1_20161219153846453.jpg.chip.jpg,UTKFace,0,1
29,29_1_2_20170116191203271.jpg.chip.jpg,UTKFace,1,2
29,29_0_3_20170119195312988.jpg.chip.jpg,UTKFace,0,3
67,67_0_0_20170104213345869.jpg.chip.jpg,UTKFace,0,0
48,48_0_1_20170113182616942.jpg.chip.jpg,UTKFace,0,1
59,59_0_0_20170109011033488.jpg.chip.jpg,UTKFace,0,0
41,41_1_1_20170114033308804.jpg.chip.jpg,UTKFace,1,1
56,56_1_3_20170119192943673.jpg.chip.jpg,UTKFace,1,3
16,16_1_0_20170105000703117.jpg.chip.jpg,UTKFace,1,0
24,24_0_1_20170117194403765.jpg.chip.jpg,UTKFace,0,1
21,21_1_2_20170104015820531.jpg.chip.jpg,UTKFace,1,2
43,43_0_0_20170111200147932.jpg.chip.jpg,UTKFace,0,0
40,40_0_1_20170113135423609.jpg.chip.jpg,UTKFace,0,1
30,30_1_4_20170117202935574.jpg.chip.jpg,UTKFace,1,4
25,25_0_4_20170117193004258.jpg.chip.jpg,UTKFace,0,4
31,31_1_1_20170116155750618.jpg.chip.jpg,UTKFace,1,1
88,88_0_0_20170113185429450.jpg.chip.jpg,UTKFace,0,0
48,48_1_0_20170109142311780.jpg.chip.jpg,UTKFace,1,0
70,70_0_3_20170119210228526.jpg.chip.jpg,UTKFace,0,3
34,34_1_1_20170113000302889.jpg.chip.jpg,UTKFace,1,1
23,23_0_1_20170113195548821.jpg.chip.jpg,UTKFace,0,1
28,28_0_3_20170119194805417.jpg.chip.jpg,UTKFace,0,3
69,69_1_0_20170110122444118.jpg.chip.jpg,UTKFace,1,0
52,52_0_4_20170103235931765.jpg.chip.jpg,UTKFace,0,4
85,85_0_0_20170120224751080.jpg.chip.jpg,UTKFace,0,0
52,52_0_3_20170104220829094.jpg.chip.jpg,UTKFace,0,3
10,10_1_0_20170109204259563.jpg.chip.jpg,UTKFace,1,0
7,7_0_0_20170110220552025.jpg.chip.jpg,UTKFace,0,0
74,74_0_2_20170105174417462.jpg.chip.jpg,UTKFace,0,2
27,27_0_3_20170119193300742.jpg.chip.jpg,UTKFace,0,3
58,58_1_0_20170117204753192.jpg.chip.jpg,UTKFace,1,0
45,45_0_2_20170105173303117.jpg.chip.jpg,UTKFace,0,2
88,88_0_0_20170111222556305.jpg.chip.jpg,UTKFace,0,0
52,52_1_0_20170117161058646.jpg.chip.jpg,UTKFace,1,0
73,73_1_0_20170120230425625.jpg.chip.jpg,UTKFace,1,0
46,46_0_3_20170119181358549.jpg.chip.jpg,UTKFace,0,3
27,27_0_4_20170117010754780.jpg.chip.jpg,UTKFace,0,4
44,44_0_3_20170119172207729.jpg.chip.jpg,UTKFace,0,3
86,86_1_0_20170110183850108.jpg.chip.jpg,UTKFace,1,0
69,69_1_0_20170110131527801.jpg.chip.jpg,UTKFace,1,0
88,88_1_0_20170120133811095.jpg.chip.jpg,UTKFace,1,0
79,79_1_0_20170120225601889.jpg.chip.jpg,UTKFace,1,0
10,10_1_1_20170110225155603.jpg.chip.jpg,UTKFace,1,1
30,30_1_1_20170112235107208.jpg.chip.jpg,UTKFace,1,1
42,42_0_4_20170117185614642.jpg.chip.jpg,UTKFace,0,4
40,40_1_3_20170109140647801.jpg.chip.jpg,UTKFace,1,3
50,50_1_2_20170104210635740.jpg.chip.jpg,UTKFace,1,2
2,2_0_4_20170103202407440.jpg.chip.jpg,UTKFace,0,4
8,8_0_4_20170117133054476.jpg.chip.jpg,UTKFace,0,4
29,29_1_2_20170116220847352.jpg.chip.jpg,UTKFace,1,2
68,68_0_1_20170117193455181.jpg.chip.jpg,UTKFace,0,1
12,12_1_3_20170104223448631.jpg.chip.jpg,UTKFace,1,3
26,26_1_4_20170103234115237.jpg.chip.jpg,UTKFace,1,4
4,4_0_2_20161219194118187.jpg.chip.jpg,UTKFace,0,2
7,7_0_3_20170119144311624.jpg.chip.jpg,UTKFace,0,3
38,38_1_1_20170116225245726.jpg.chip.jpg,UTKFace,1,1
29,29_0_1_20170117202653255.jpg.chip.jpg,UTKFace,0,1
5,5_0_3_20161220222940507.jpg.chip.jpg,UTKFace,0,3
60,60_0_2_20170116174336830.jpg.chip.jpg,UTKFace,0,2
82,82_1_1_20170112224554283.jpg.chip.jpg,UTKFace,1,1
70,70_0_2_20170112215112703.jpg.chip.jpg,UTKFace,0,2
83,83_0_0_20170111223725228.jpg.chip.jpg,UTKFace,0,0
80,80_0_2_20170112222101890.jpg.chip.jpg,UTKFace,0,2
65,65_0_2_20161219193311243.jpg.chip.jpg,UTKFace,0,2
36,36_1_3_20170119202210389.jpg.chip.jpg,UTKFace,1,3
70,70_0_3_20170105175417710.jpg.chip.jpg,UTKFace,0,3
61,61_0_2_20170116183826361.jpg.chip.jpg,UTKFace,0,2
25,25_1_4_20161223214751864.jpg.chip.jpg,UTKFace,1,4
10,10_1_4_20161223225854867.jpg.chip.jpg,UTKFace,1,4
76,76_0_0_20170120224044694.jpg.chip.jpg,UTKFace,0,0
68,68_0_3_20170119152352911.jpg.chip.jpg,UTKFace,0,3
54,54_0_2_20170116193514951.jpg.chip.jpg,UTKFace,0,2
79,79_0_0_20170111222432817.jpg.chip.jpg,UTKFace,0,0
41,41_0_0_20170117185342291.jpg.chip.jpg,UTKFace,0,0
21,21_1_1_20170112231908781.jpg.chip.jpg,UTKFace,1,1
60,60_1_1_20170112210519379.jpg.chip.jpg,UTKFace,1,1
53,53_0_1_20170104212358428.jpg.chip.jpg,UTKFace,0,1
90,90_1_0_20170120225831522.jpg.chip.jpg,UTKFace,1,0
29,29_1_2_20170116163350492.jpg.chip.jpg,UTKFace,1,2
5,5_0_4_20161221200001464.jpg.chip.jpg,UTKFace,0,4
26,26_0_2_20170116183713007.jpg.chip.jpg,UTKFace,0,2
57,57_0_3_20170119211458431.jpg.chip.jpg,UTKFace,0,3
48,48_1_1_20170113012552201.jpg.chip.jpg,UTKFace,1,1
61,61_1_1_20170113001835467.jpg.chip.jpg,UTKFace,1,1
5,5_1_1_20161220220819682.jpg.chip.jpg,UTKFace,1,1
42,42_1_4_20170117203934434.jpg.chip.jpg,UTKFace,1,4
53,53_0_1_20170104172747354.jpg.chip.jpg,UTKFace,0,1
20,20_0_4_20170117193454180.jpg.chip.jpg,UTKFace,0,4
56,56_0_2_20170112215424904.jpg.chip.jpg,UTKFace,0,2
47,47_1_1_20170113001956524.jpg.chip.jpg,UTKFace,1,1
26,26_0_4_20170117200020292.jpg.chip.jpg,UTKFace,0,4
36,36_1_2_20170109132405452.jpg.chip.jpg,UTKFace,1,2
10,10_0_0_20170110225414790.jpg.chip.jpg,UTKFace,0,0
14,14_1_1_20170116235127595.jpg.chip.jpg,UTKFace,1,1
13,13_1_0_20170109214425620.jpg.chip.jpg,UTKFace,1,0
25,25_0_4_20170103235145124.jpg.chip.jpg,UTKFace,0,4
10,10_1_4_20170117195152197.jpg.chip.jpg,UTKFace,1,4
11,11_1_0_20170109205247087.jpg.chip.jpg,UTKFace,1,0
42,42_1_0_20170105164819483.jpg.chip.jpg,UTKFace,1,0
13,13_0_4_20170103201708406.jpg.chip.jpg,UTKFace,0,4
52,52_1_1_20170113000549723.jpg.chip.jpg,UTKFace,1,1
44,44_1_2_20170104185236854.jpg.chip.jpg,UTKFace,1,2
6,6_1_4_20170103212222820.jpg.chip.jpg,UTKFace,1,4
23,23_1_2_20170116173210232.jpg.chip.jpg,UTKFace,1,2
52,52_0_1_20170117161018159.jpg.chip.jpg,UTKFace,0,1
61,61_0_2_20170116193742399.jpg.chip.jpg,UTKFace,0,2
45,45_0_3_20170119204728031.jpg.chip.jpg,UTKFace,0,3
47,47_1_2_20170105173513573.jpg.chip.jpg,UTKFace,1,2
12,12_0_4_20170103200908168.jpg.chip.jpg,UTKFace,0,4
54,54_1_0_20170110140410594.jpg.chip.jpg,UTKFace,1,0
90,90_0_0_20170111222149759.jpg.chip.jpg,UTKFace,0,0
73,73_0_0_20170111221837125.jpg.chip.jpg,UTKFace,0,0
65,65_0_0_20170116233738861.jpg.chip.jpg,UTKFace,0,0
48,48_0_3_20170119205339015.jpg.chip.jpg,UTKFace,0,3
1,1_1_1_20170109194654049.jpg.chip.jpg,UTKFace,1,1
30,30_0_1_20170113155013364.jpg.chip.jpg,UTKFace,0,1
51,51_0_3_20170119205628400.jpg.chip.jpg,UTKFace,0,3
3,3_1_4_20161223231741788.jpg.chip.jpg,UTKFace,1,4
23,23_0_2_20170116172922675.jpg.chip.jpg,UTKFace,0,2
31,31_1_1_20170117135704010.jpg.chip.jpg,UTKFace,1,1
49,49_0_0_20170117154238339.jpg.chip.jpg,UTKFace,0,0
23,23_1_2_20170107213827250.jpg.chip.jpg,UTKFace,1,2
61,61_1_0_20170117175120965.jpg.chip.jpg,UTKFace,1,0
29,29_0_3_20170104220737116.jpg.chip.jpg,UTKFace,0,3
39,39_1_1_20170113000820292.jpg.chip.jpg,UTKFace,1,1
26,26_1_2_20170116180225994.jpg.chip.jpg,UTKFace,1,2
55,55_1_0_20170110160643422.jpg.chip.jpg,UTKFace,1,0
3,3_1_4_20170104005006111.jpg.chip.jpg,UTKFace,1,4
58,58_0_0_20170104213209283.jpg.chip.jpg,UTKFace,0,0
75,75_0_3_20170105180706438.jpg.chip.jpg,UTKFace,0,3
2,2_1_4_20161221193638214.jpg.chip.jpg,UTKFace,1,4
31,31_0_2_20170115231427920.jpg.chip.jpg,UTKFace,0,2
30,30_1_2_20170116164729972.jpg.chip.jpg,UTKFace,1,2
52,52_1_3_20170105003248564.jpg.chip.jpg,UTKFace,1,3
8,8_1_3_20161220222527146.jpg.chip.jpg,UTKFace,1,3
48,48_1_0_20170119205430280.jpg.chip.jpg,UTKFace,1,0
27,27_0_2_20170116172528863.jpg.chip.jpg,UTKFace,0,2
30,30_1_2_20170105170141222.jpg.chip.jpg,UTKFace,1,2
48,48_0_1_20170113173459020.jpg.chip.jpg,UTKFace,0,1
66,66_0_4_20170104185439302.jpg.chip.jpg,UTKFace,0,4
7,7_1_4_20170103212641884.jpg.chip.jpg,UTKFace,1,4
26,26_1_2_20170116175944209.jpg.chip.jpg,UTKFace,1,2
65,65_0_0_20170111210651348.jpg.chip.jpg,UTKFace,0,0
3,3_1_2_20161219151433163.jpg.chip.jpg,UTKFace,1,2
43,43_0_0_20170104205227123.jpg.chip.jpg,UTKFace,0,0
36,36_0_1_20170115205919771.jpg.chip.jpg,UTKFace,0,1
49,49_0_3_20170119202423862.jpg.chip.jpg,UTKFace,0,3
85,85_0_1_20170117194436106.jpg.chip.jpg,UTKFace,0,1
36,36_0_3_20170119201815957.jpg.chip.jpg,UTKFace,0,3
25,25_1_3_20170119172052720.jpg.chip.jpg,UTKFace,1,3
27,27_1_1_20170117014022812.jpg.chip.jpg,UTKFace,1,1
4,4_0_3_20161220223111195.jpg.chip.jpg,UTKFace,0,3
51,51_0_1_20170113173639578.jpg.chip.jpg,UTKFace,0,1
85,85_1_4_20170110184012572.jpg.chip.jpg,UTKFace,1,4
40,40_1_2_20170116164254791.jpg.chip.jpg,UTKFace,1,2
30,30_1_2_20170116165432533.jpg.chip.jpg,UTKFace,1,2
25,25_1_1_20170114030227321.jpg.chip.jpg,UTKFace,1,1
26,26_1_4_20170117174316560.jpg.chip.jpg,UTKFace,1,4
62,62_0_0_20170111203756842.jpg.chip.jpg,UTKFace,0,0
16,16_1_1_20170112191246585.jpg.chip.jpg,UTKFace,1,1
34,34_1_1_20170114024710355.jpg.chip.jpg,UTKFace,1,1
85,85_1_0_20170110183513907.jpg.chip.jpg,UTKFace,1,0
66,66_0_0_20170104184857950.jpg.chip.jpg,UTKFace,0,0
45,45_1_1_20170117140432386.jpg.chip.jpg,UTKFace,1,1
3,3_0_3_20161220145539630.jpg.chip.jpg,UTKFace,0,3
47,47_1_0_20170119192708105.jpg.chip.jpg,UTKFace,1,0
41,41_0_0_20170117133145780.jpg.chip.jpg,UTKFace,0,0
70,70_0_0_20170117173727535.jpg.chip.jpg,UTKFace,0,0
43,43_1_0_20170117155107368.jpg.chip.jpg,UTKFace,1,0
25,25_0_3_20170104214610101.jpg.chip.jpg,UTKFace,0,3
22,22_1_4_20170103234706499.jpg.chip.jpg,UTKFace,1,4
62,62_0_0_20170117172611801.jpg.chip.jpg,UTKFace,0,0
48,48_1_0_20170120222703841.jpg.chip.jpg,UTKFace,1,0
1,1_1_3_20161220221800802.jpg.chip.jpg,UTKFace,1,3
4,4_1_3_20161219224906705.jpg.chip.jpg,UTKFace,1,3
29,29_1_3_20170104232940018.jpg.chip.jpg,UTKFace,1,3
6,6_1_3_20161220223138171.jpg.chip.jpg,UTKFace,1,3
4,4_1_4_20161223232228388.jpg.chip.jpg,UTKFace,1,4
10,10_1_0_20170109204859493.jpg.chip.jpg,UTKFace,1,0
81,81_1_0_20170120225516057.jpg.chip.jpg,UTKFace,1,0
20,20_1_4_20170117193602482.jpg.chip.jpg,UTKFace,1,4
24,24_1_3_20170104231939707.jpg.chip.jpg,UTKFace,1,3
4,4_1_1_20170109194530016.jpg.chip.jpg,UTKFace,1,1
66,66_1_0_20170110122914995.jpg.chip.jpg,UTKFace,1,0
18,18_1_4_20170103224632313.jpg.chip.jpg,UTKFace,1,4
59,59_0_0_20170104212718142.jpg.chip.jpg,UTKFace,0,0
16,16_1_0_20170109204530608.jpg.chip.jpg,UTKFace,1,0
65,65_0_2_20170112220433521.jpg.chip.jpg,UTKFace,0,2
32,32_1_2_20170116175135519.jpg.chip.jpg,UTKFace,1,2
31,31_1_4_20170117203039631.jpg.chip.jpg,UTKFace,1,4
51,51_0_0_20170117172522285.jpg.chip.jpg,UTKFace,0,0
38,38_1_1_20170116223044761.jpg.chip.jpg,UTKFace,1,1
43,43_1_0_20170119155553251.jpg.chip.jpg,UTKFace,1,0
17,17_1_0_20170109213642438.jpg.chip.jpg,UTKFace,1,0
45,45_0_1_20170113154750024.jpg.chip.jpg,UTKFace,0,1
60,60_1_2_20170105174330388.jpg.chip.jpg,UTKFace,1,2
10,10_0_0_20170103200522151.jpg.chip.jpg,UTKFace,0,0
59,59_0_0_20170104185901246.jpg.chip.jpg,UTKFace,0,0
1,1_1_2_20161219221943799.jpg.chip.jpg,UTKFace,1,2
74,74_0_0_20170120225103496.jpg.chip.jpg,UTKFace,0,0
23,23_0_3_20170119163841604.jpg.chip.jpg,UTKFace,0,3
72,72_0_0_20170111210705162.jpg.chip.jpg,UTKFace,0,0
21,21_1_1_20170112193009590.jpg.chip.jpg,UTKFace,1,1
30,30_0_4_20170105170010108.jpg.chip.jpg,UTKFace,0,4
9,9_1_2_20170104020210475.jpg.chip.jpg,UTKFace,1,2
3,3_1_4_20170103234200795.jpg.chip.jpg,UTKFace,1,4
26,26_0_4_20170117200025445.jpg.chip.jpg,UTKFace,0,4
15,15_1_2_20170104012441969.jpg.chip.jpg,UTKFace,1,2
6,6_1_1_20170103223434927.jpg.chip.jpg,UTKFace,1,1
76,76_1_0_20170110182047993.jpg.chip.jpg,UTKFace,1,0
14,14_0_2_20170103200642238.jpg.chip.jpg,UTKFace,0,2
16,16_1_1_20170112230648917.jpg.chip.jpg,UTKFace,1,1
65,65_0_1_20170117165348576.jpg.chip.jpg,UTKFace,0,1
60,60_0_4_20170104185434246.jpg.chip.jpg,UTKFace,0,4
24,24_1_1_20170113005327119.jpg.chip.jpg,UTKFace,1,1
63,63_0_1_20170116235836887.jpg.chip.jpg,UTKFace,0,1
62,62_1_0_20170110122421679.jpg.chip.jpg,UTKFace,1,0
70,70_0_3_20170119205748663.jpg.chip.jpg,UTKFace,0,3
2,2_0_1_20170113175826133.jpg.chip.jpg,UTKFace,0,1
29,29_0_4_20170114033029580.jpg.chip.jpg,UTKFace,0,4
5,5_1_2_20161219205338333.jpg.chip.jpg,UTKFace,1,2
4,4_1_2_20161219192055923.jpg.chip.jpg,UTKFace,1,2
37,37_0_1_20170116193931967.jpg.chip.jpg,UTKFace,0,1
8,8_1_4_20170103200419199.jpg.chip.jpg,UTKFace,1,4
5,5_0_2_20161219192745531.jpg.chip.jpg,UTKFace,0,2
54,54_1_1_20170113013054027.jpg.chip.jpg,UTKFace,1,1
37,37_0_1_20170117143125092.jpg.chip.jpg,UTKFace,0,1
26,26_1_4_20170117200115644.jpg.chip.jpg,UTKFace,1,4
28,28_0_4_20170103235814852.jpg.chip.jpg,UTKFace,0,4
88,88_0_1_20170116144533236.jpg.chip.jpg,UTKFace,0,1
27,27_0_2_20170119193331082.jpg.chip.jpg,UTKFace,0,2
83,83_1_0_20170120230456826.jpg.chip.jpg,UTKFace,1,0
58,58_1_1_20170113012151936.jpg.chip.jpg,UTKFace,1,1
