age,filename,database,gender,race
80,80_1_0_20170110141751087.jpg.chip.jpg,UTKFace,1,0
77,77_1_2_20170110175320274.jpg.chip.jpg,UTKFace,1,2
28,28_0_4_20170105163451675.jpg.chip.jpg,UTKFace,0,4
78,78_0_1_20170117195212700.jpg.chip.jpg,UTKFace,0,1
49,49_0_3_20170119201931356.jpg.chip.jpg,UTKFace,0,3
39,39_1_4_20170117203758344.jpg.chip.jpg,UTKFace,1,4
47,47_0_4_20170104002129509.jpg.chip.jpg,UTKFace,0,4
29,29_0_4_20170103235201420.jpg.chip.jpg,UTKFace,0,4
4,4_1_2_20161219141837833.jpg.chip.jpg,UTKFace,1,2
60,60_0_2_20170116190207532.jpg.chip.jpg,UTKFace,0,2
16,16_1_1_20170109212835445.jpg.chip.jpg,UTKFace,1,1
17,17_0_4_20170103210008641.jpg.chip.jpg,UTKFace,0,4
69,69_1_2_20170105174748782.jpg.chip.jpg,UTKFace,1,2
16,16_0_3_20170110231223673.jpg.chip.jpg,UTKFace,0,3
37,37_1_2_20170104005945096.jpg.chip.jpg,UTKFace,1,2
19,19_0_1_20170116210354987.jpg.chip.jpg,UTKFace,0,1
77,77_0_0_20170111222408207.jpg.chip.jpg,UTKFace,0,0
22,22_0_2_20170116162917882.jpg.chip.jpg,UTKFace,0,2
25,25_0_1_20170113133108944.jpg.chip.jpg,UTKFace,0,1
76,76_0_1_20170116204915499.jpg.chip.jpg,UTKFace,0,1
42,42_1_0_20170117154917959.jpg.chip.jpg,UTKFace,1,0
63,63_1_3_20170117143046787.jpg.chip.jpg,UTKFace,1,3
10,10_1_0_20170109204148144.jpg.chip.jpg,UTKFace,1,0
51,51_0_4_20170104210502395.jpg.chip.jpg,UTKFace,0,4
44,44_0_4_20170117204035832.jpg.chip.jpg,UTKFace,0,4
26,26_1_2_20170116175341740.jpg.chip.jpg,UTKFace,1,2
36,36_0_4_20170117183809714.jpg.chip.jpg,UTKFace,0,4
4,4_1_2_20161219190541762.jpg.chip.jpg,UTKFace,1,2
53,53_1_3_20170119205926527.jpg.chip.jpg,UTKFace,1,3
34,34_0_4_20170113161453036.jpg.chip.jpg,UTKFace,0,4
51,51_0_2_20170116192859594.jpg.chip.jpg,UTKFace,0,2
32,32_0_1_20170117134722884.jpg.chip.jpg,UTKFace,0,1
89,89_1_3_20170110182042731.jpg.chip.jpg,UTKFace,1,3
75,75_0_0_20170111210708463.jpg.chip.jpg,UTKFace,0,0
31,31_0_1_20170116235513414.jpg.chip.jpg,UTKFace,0,1
26,26_0_1_20170117195155997.jpg.chip.jpg,UTKFace,0,1
23,23_0_3_20170119163907693.jpg.chip.jpg,UTKFace,0,3
28,28_1_1_20170112213628607.jpg.chip.jpg,UTKFace,1,1
75,75_0_0_20170111200622706.jpg.chip.jpg,UTKFace,0,0
46,46_0_4_20170104202042473.jpg.chip.jpg,UTKFace,0,4
18,18_0_3_20170117140743776.jpg.chip.jpg,UTKFace,0,3
33,33_1_0_20170103182231977.jpg.chip.jpg,UTKFace,1,0
10,10_1_0_20170109203512075.jpg.chip.jpg,UTKFace,1,0
39,39_0_1_20170113134340234.jpg.chip.jpg,UTKFace,0,1
65,65_0_1_20170113184825438.jpg.chip.jpg,UTKFace,0,1
15,15_1_0_20170109204354264.jpg.chip.jpg,UTKFace,1,0
58,58_0_2_20170116193604774.jpg.chip.jpg,UTKFace,0,2
24,24_0_2_20170116165205506.jpg.chip.jpg,UTKFace,0,2
53,53_0_4_20170104212427149.jpg.chip.jpg,UTKFace,0,4
51,51_1_3_20170109132350438.jpg.chip.jpg,UTKFace,1,3
63,63_0_0_20170120225659313.jpg.chip.jpg,UTKFace,0,0
39,39_0_1_20170117165939682.jpg.chip.jpg,UTKFace,0,1
44,44_0_1_20170111181750405.jpg.chip.jpg,UTKFace,0,1
2,2_1_0_20161219162308158.jpg.chip.jpg,UTKFace,1,0
29,29_1_1_20170112211746397.jpg.chip.jpg,UTKFace,1,1
2,2_1_4_20170103213232676.jpg.chip.jpg,UTKFace,1,4
68,68_0_0_20170111200435940.jpg.chip.jpg,UTKFace,0,0
39,39_1_0_20170117171010820.jpg.chip.jpg,UTKFace,1,0
5,5_0_1_20161219153846453.jpg.chip.jpg,UTKFace,0,1
67,67_0_0_20170104213345869.jpg.chip.jpg,UTKFace,0,0
48,48_0_1_20170113182616942.jpg.chip.jpg,UTKFace,0,1
59,59_0_0_20170109011033488.jpg.chip.jpg,UTKFace,0,0
41,41_1_1_20170114033308804.jpg.chip.jpg,UTKFace,1,1
56,56_1_3_20170119192943673.jpg.chip.jpg,UTKFace,1,3
43,43_0_0_20170111200147932.jpg.chip.jpg,UTKFace,0,0
40,40_0_1_20170113135423609.jpg.chip.jpg,UTKFace,0,1
30,30_1_4_20170117202935574.jpg.chip.jpg,UTKFace,1,4
25,25_0_4_20170117193004258.jpg.chip.jpg,UTKFace,0,4
88,88_0_0_20170113185429450.jpg.chip.jpg,UTKFace,0,0
70,70_0_3_20170119210228526.jpg.chip.jpg,UTKFace,0,3
69,69_1_0_20170110122444118.jpg.chip.jpg,UTKFace,1,0
52,52_0_4_20170103235931765.jpg.chip.jpg,UTKFace,0,4
10,10_1_0_20170109204259563.jpg.chip.jpg,UTKFace,1,0
74,74_0_2_20170105174417462.jpg.chip.jpg,UTKFace,0,2
58,58_1_0_20170117204753192.jpg.chip.jpg,UTKFace,1,0
45,45_0_2_20170105173303117.jpg.chip.jpg,UTKFace,0,2
88,88_0_0_20170111222556305.jpg.chip.jpg,UTKFace,0,0
73,73_1_0_20170120230425625.jpg.chip.jpg,UTKFace,1,0
44,44_0_3_20170119172207729.jpg.chip.jpg,UTKFace,0,3
10,10_1_1_20170110225155603.jpg.chip.jpg,UTKFace,1,1
42,42_0_4_20170117185614642.jpg.chip.jpg,UTKFace,0,4
50,50_1_2_20170104210635740.jpg.chip.jpg,UTKFace,1,2
2,2_0_4_20170103202407440.jpg.chip.jpg,UTKFace,0,4
8,8_0_4_20170117133054476.jpg.chip.jpg,UTKFace,0,4
68,68_0_1_20170117193455181.jpg.chip.jpg,UTKFace,0,1
7,7_0_3_20170119144311624.jpg.chip.jpg,UTKFace,0,3
5,5_0_3_20161220222940507.jpg.chip.jpg,UTKFace,0,3
60,60_0_2_20170116174336830.jpg.chip.jpg,UTKFace,0,2
82,82_1_1_20170112224554283.jpg.chip.jpg,UTKFace,1,1
70,70_0_2_20170112215112703.jpg.chip.jpg,UTKFace,0,2
83,83_0_0_20170111223725228.jpg.chip.jpg,UTKFace,0,0
80,80_0_2_20170112222101890.jpg.chip.jpg,UTKFace,0,2
79,79_1_0_20170111201959926.jpg.chip.jpg,UTKFace,1,0
61,61_0_2_20170116183826361.jpg.chip.jpg,UTKFace,0,2
10,10_1_4_20161223225854867.jpg.chip.jpg,UTKFace,1,4
28,28_0_4_20170113150805663.jpg.chip.jpg,UTKFace,0,4
42,42_1_0_20170109140758891.jpg.chip.jpg,UTKFace,1,0
76,76_0_0_20170120224044694.jpg.chip.jpg,UTKFace,0,0
68,68_0_3_20170119152352911.jpg.chip.jpg,UTKFace,0,3
54,54_0_2_20170116193514951.jpg.chip.jpg,UTKFace,0,2
79,79_0_0_20170111222432817.jpg.chip.jpg,UTKFace,0,0
49,49_0_0_20170104212123348.jpg.chip.jpg,UTKFace,0,0
2,2_0_4_20170103202421392.jpg.chip.jpg,UTKFace,0,4
4,4_1_2_20161219141921961.jpg.chip.jpg,UTKFace,1,2
5,5_0_4_20161221200001464.jpg.chip.jpg,UTKFace,0,4
57,57_0_3_20170119211458431.jpg.chip.jpg,UTKFace,0,3
61,61_1_1_20170113001835467.jpg.chip.jpg,UTKFace,1,1
42,42_1_4_20170117203934434.jpg.chip.jpg,UTKFace,1,4
67,67_1_0_20170110154623389.jpg.chip.jpg,UTKFace,1,0
76,76_0_0_20170111171747674.jpg.chip.jpg,UTKFace,0,0
27,27_1_2_20170116171540755.jpg.chip.jpg,UTKFace,1,2
36,36_1_2_20170109132405452.jpg.chip.jpg,UTKFace,1,2
14,14_1_1_20170116235127595.jpg.chip.jpg,UTKFace,1,1
13,13_1_0_20170109214425620.jpg.chip.jpg,UTKFace,1,0
10,10_1_4_20170117195152197.jpg.chip.jpg,UTKFace,1,4
22,22_1_4_20170112233752904.jpg.chip.jpg,UTKFace,1,4
2,2_1_0_20170109193339281.jpg.chip.jpg,UTKFace,1,0
35,35_0_2_20170116182214766.jpg.chip.jpg,UTKFace,0,2
50,50_0_1_20170117154528349.jpg.chip.jpg,UTKFace,0,1
13,13_0_4_20170103201708406.jpg.chip.jpg,UTKFace,0,4
52,52_1_1_20170113000549723.jpg.chip.jpg,UTKFace,1,1
35,35_0_1_20170117005850627.jpg.chip.jpg,UTKFace,0,1
63,63_0_0_20170104171431363.jpg.chip.jpg,UTKFace,0,0
44,44_1_2_20170104185236854.jpg.chip.jpg,UTKFace,1,2
52,52_0_0_20170109003616600.jpg.chip.jpg,UTKFace,0,0
62,62_1_0_20170110173810498.jpg.chip.jpg,UTKFace,1,0
6,6_1_4_20170103212222820.jpg.chip.jpg,UTKFace,1,4
26,26_0_3_20170119180445229.jpg.chip.jpg,UTKFace,0,3
63,63_0_0_20170105180938823.jpg.chip.jpg,UTKFace,0,0
52,52_1_0_20170109132305364.jpg.chip.jpg,UTKFace,1,0
4,4_0_3_20161220220934786.jpg.chip.jpg,UTKFace,0,3
52,52_1_0_20170108235321768.jpg.chip.jpg,UTKFace,1,0
48,48_1_0_20170110125249128.jpg.chip.jpg,UTKFace,1,0
2,2_1_2_20161219140736641.jpg.chip.jpg,UTKFace,1,2
50,50_0_3_20170119205352398.jpg.chip.jpg,UTKFace,0,3
23,23_1_2_20170116173210232.jpg.chip.jpg,UTKFace,1,2
52,52_0_1_20170117161018159.jpg.chip.jpg,UTKFace,0,1
61,61_0_2_20170116193742399.jpg.chip.jpg,UTKFace,0,2
45,45_0_3_20170119204728031.jpg.chip.jpg,UTKFace,0,3
47,47_1_2_20170105173513573.jpg.chip.jpg,UTKFace,1,2
12,12_0_4_20170103200908168.jpg.chip.jpg,UTKFace,0,4
90,90_0_0_20170111222149759.jpg.chip.jpg,UTKFace,0,0
73,73_0_0_20170111221837125.jpg.chip.jpg,UTKFace,0,0
65,65_0_0_20170116233738861.jpg.chip.jpg,UTKFace,0,0
48,48_0_3_20170119205339015.jpg.chip.jpg,UTKFace,0,3
1,1_1_1_20170109194654049.jpg.chip.jpg,UTKFace,1,1
30,30_0_1_20170113155013364.jpg.chip.jpg,UTKFace,0,1
51,51_0_3_20170119205628400.jpg.chip.jpg,UTKFace,0,3
3,3_1_4_20161223231741788.jpg.chip.jpg,UTKFace,1,4
23,23_0_2_20170116172922675.jpg.chip.jpg,UTKFace,0,2
49,49_0_0_20170117154238339.jpg.chip.jpg,UTKFace,0,0
61,61_1_0_20170117175120965.jpg.chip.jpg,UTKFace,1,0
39,39_1_1_20170113000820292.jpg.chip.jpg,UTKFace,1,1
3,3_1_4_20170104005006111.jpg.chip.jpg,UTKFace,1,4
75,75_0_3_20170105180706438.jpg.chip.jpg,UTKFace,0,3
2,2_1_4_20161221193638214.jpg.chip.jpg,UTKFace,1,4
31,31_0_2_20170115231427920.jpg.chip.jpg,UTKFace,0,2
30,30_1_2_20170116164729972.jpg.chip.jpg,UTKFace,1,2
52,52_1_3_20170105003248564.jpg.chip.jpg,UTKFace,1,3
8,8_1_3_20161220222527146.jpg.chip.jpg,UTKFace,1,3
48,48_1_0_20170119205430280.jpg.chip.jpg,UTKFace,1,0
27,27_0_2_20170116172528863.jpg.chip.jpg,UTKFace,0,2
48,48_0_1_20170113173459020.jpg.chip.jpg,UTKFace,0,1
66,66_0_4_20170104185439302.jpg.chip.jpg,UTKFace,0,4
7,7_1_4_20170103212641884.jpg.chip.jpg,UTKFace,1,4
3,3_1_2_20161219151433163.jpg.chip.jpg,UTKFace,1,2
30,30_1_0_20170117131022202.jpg.chip.jpg,UTKFace,1,0
43,43_0_0_20170104205227123.jpg.chip.jpg,UTKFace,0,0
49,49_0_3_20170119202423862.jpg.chip.jpg,UTKFace,0,3
85,85_0_1_20170117194436106.jpg.chip.jpg,UTKFace,0,1
4,4_0_3_20161220223111195.jpg.chip.jpg,UTKFace,0,3
51,51_0_1_20170113173639578.jpg.chip.jpg,UTKFace,0,1
85,85_1_4_20170110184012572.jpg.chip.jpg,UTKFace,1,4
40,40_1_2_20170116164254791.jpg.chip.jpg,UTKFace,1,2
62,62_0_0_20170111203756842.jpg.chip.jpg,UTKFace,0,0
16,16_1_1_20170112191246585.jpg.chip.jpg,UTKFace,1,1
66,66_0_0_20170104184857950.jpg.chip.jpg,UTKFace,0,0
45,45_1_1_20170117140432386.jpg.chip.jpg,UTKFace,1,1
3,3_0_3_20161220145539630.jpg.chip.jpg,UTKFace,0,3
47,47_1_0_20170119192708105.jpg.chip.jpg,UTKFace,1,0
41,41_0_0_20170117133145780.jpg.chip.jpg,UTKFace,0,0
70,70_0_0_20170117173727535.jpg.chip.jpg,UTKFace,0,0
22,22_1_4_20170103234706499.jpg.chip.jpg,UTKFace,1,4
4,4_1_3_20161219224906705.jpg.chip.jpg,UTKFace,1,3
29,29_1_3_20170104232940018.jpg.chip.jpg,UTKFace,1,3
6,6_1_3_20161220223138171.jpg.chip.jpg,UTKFace,1,3
4,4_1_4_20161223232228388.jpg.chip.jpg,UTKFace,1,4
10,10_1_0_20170109204859493.jpg.chip.jpg,UTKFace,1,0
1,1_0_2_20161219222046607.jpg.chip.jpg,UTKFace,0,2
20,20_1_4_20170117193602482.jpg.chip.jpg,UTKFace,1,4
24,24_1_3_20170104231939707.jpg.chip.jpg,UTKFace,1,3
55,55_0_0_20170117185642242.jpg.chip.jpg,UTKFace,0,0
4,4_1_1_20170109194530016.jpg.chip.jpg,UTKFace,1,1
66,66_1_0_20170110122914995.jpg.chip.jpg,UTKFace,1,0
18,18_1_4_20170103224632313.jpg.chip.jpg,UTKFace,1,4
65,65_0_2_20170112220433521.jpg.chip.jpg,UTKFace,0,2
31,31_1_4_20170117203039631.jpg.chip.jpg,UTKFace,1,4
60,60_1_2_20170105174330388.jpg.chip.jpg,UTKFace,1,2
23,23_0_3_20170119163841604.jpg.chip.jpg,UTKFace,0,3
72,72_0_0_20170111210705162.jpg.chip.jpg,UTKFace,0,0
21,21_1_1_20170112193009590.jpg.chip.jpg,UTKFace,1,1
30,30_0_4_20170105170010108.jpg.chip.jpg,UTKFace,0,4
9,9_1_2_20170104020210475.jpg.chip.jpg,UTKFace,1,2
66,66_1_0_20170105174521629.jpg.chip.jpg,UTKFace,1,0
3,3_1_4_20170103234200795.jpg.chip.jpg,UTKFace,1,4
15,15_1_2_20170104012441969.jpg.chip.jpg,UTKFace,1,2
6,6_1_1_20170103223434927.jpg.chip.jpg,UTKFace,1,1
14,14_0_2_20170103200642238.jpg.chip.jpg,UTKFace,0,2
16,16_1_1_20170112230648917.jpg.chip.jpg,UTKFace,1,1
60,60_0_4_20170104185434246.jpg.chip.jpg,UTKFace,0,4
63,63_0_1_20170116235836887.jpg.chip.jpg,UTKFace,0,1
62,62_1_0_20170110122421679.jpg.chip.jpg,UTKFace,1,0
70,70_0_3_20170119205748663.jpg.chip.jpg,UTKFace,0,3
2,2_0_1_20170113175826133.jpg.chip.jpg,UTKFace,0,1
29,29_0_4_20170114033029580.jpg.chip.jpg,UTKFace,0,4
13,13_1_0_20170109204849625.jpg.chip.jpg,UTKFace,1,0
4,4_1_2_20161219192055923.jpg.chip.jpg,UTKFace,1,2
37,37_0_1_20170116193931967.jpg.chip.jpg,UTKFace,0,1
8,8_1_4_20170103200419199.jpg.chip.jpg,UTKFace,1,4
54,54_1_1_20170113013054027.jpg.chip.jpg,UTKFace,1,1
28,28_0_4_20170103235814852.jpg.chip.jpg,UTKFace,0,4
88,88_0_1_20170116144533236.jpg.chip.jpg,UTKFace,0,1
58,58_1_1_20170113012151936.jpg.chip.jpg,UTKFace,1,1
54,54_0_4_20170104212703396.jpg.chip.jpg,UTKFace,0,4
31,31_0_4_20170117123923204.jpg.chip.jpg,UTKFace,0,4
59,59_0_1_20170113182157557.jpg.chip.jpg,UTKFace,0,1
63,63_0_4_20170117175627092.jpg.chip.jpg,UTKFace,0,4
57,57_1_3_20170109132601018.jpg.chip.jpg,UTKFace,1,3
74,74_1_0_20170120223651118.jpg.chip.jpg,UTKFace,1,0
76,76_0_2_20170112224634252.jpg.chip.jpg,UTKFace,0,2
59,59_1_3_20170109142030313.jpg.chip.jpg,UTKFace,1,3
81,81_1_0_20170120230530059.jpg.chip.jpg,UTKFace,1,0
67,67_1_0_20170110140730634.jpg.chip.jpg,UTKFace,1,0
4,4_1_2_20161219195305787.jpg.chip.jpg,UTKFace,1,2
38,38_0_2_20170116192326283.jpg.chip.jpg,UTKFace,0,2
60,60_0_2_20170116182650366.jpg.chip.jpg,UTKFace,0,2
74,74_0_0_20170111211030017.jpg.chip.jpg,UTKFace,0,0
13,13_0_1_20170110232537879.jpg.chip.jpg,UTKFace,0,1
51,51_1_3_20170105001344652.jpg.chip.jpg,UTKFace,1,3
19,19_0_4_20170103234723267.jpg.chip.jpg,UTKFace,0,4
17,17_1_4_20170117193142374.jpg.chip.jpg,UTKFace,1,4
9,9_0_0_20170110220134026.jpg.chip.jpg,UTKFace,0,0
67,67_0_3_20170117134845691.jpg.chip.jpg,UTKFace,0,3
93,93_1_0_20170110182437844.jpg.chip.jpg,UTKFace,1,0
40,40_0_4_20170117203403479.jpg.chip.jpg,UTKFace,0,4
66,66_1_0_20170110140426872.jpg.chip.jpg,UTKFace,1,0
39,39_0_4_20170104205430619.jpg.chip.jpg,UTKFace,0,4
62,62_0_3_20170109142504979.jpg.chip.jpg,UTKFace,0,3
45,45_0_1_20170113190638200.jpg.chip.jpg,UTKFace,0,1
8,8_0_2_20170117192413109.jpg.chip.jpg,UTKFace,0,2
64,64_0_0_20170104185632214.jpg.chip.jpg,UTKFace,0,0
95,95_1_0_20170120230149594.jpg.chip.jpg,UTKFace,1,0
16,16_0_1_20170113152759697.jpg.chip.jpg,UTKFace,0,1
38,38_1_1_20170112204552523.jpg.chip.jpg,UTKFace,1,1
22,22_0_4_20170103224652599.jpg.chip.jpg,UTKFace,0,4
78,78_0_1_20170113175613132.jpg.chip.jpg,UTKFace,0,1
68,68_0_1_20170111203305459.jpg.chip.jpg,UTKFace,0,1
4,4_1_2_20170109192334823.jpg.chip.jpg,UTKFace,1,2
2,2_0_4_20170103230700225.jpg.chip.jpg,UTKFace,0,4
16,16_0_1_20170113155247627.jpg.chip.jpg,UTKFace,0,1
83,83_0_0_20170120230512130.jpg.chip.jpg,UTKFace,0,0
28,28_0_4_20170117021421106.jpg.chip.jpg,UTKFace,0,4
89,89_0_1_20170117193440263.jpg.chip.jpg,UTKFace,0,1
8,8_1_4_20170109202746183.jpg.chip.jpg,UTKFace,1,4
38,38_0_4_20170117021834297.jpg.chip.jpg,UTKFace,0,4
29,29_0_2_20170116190029257.jpg.chip.jpg,UTKFace,0,2
3,3_0_3_20161220145007862.jpg.chip.jpg,UTKFace,0,3
21,21_1_1_20170114032208983.jpg.chip.jpg,UTKFace,1,1
85,85_1_2_20170120230102370.jpg.chip.jpg,UTKFace,1,2
74,74_1_0_20170110122923277.jpg.chip.jpg,UTKFace,1,0
80,80_1_1_20170120222433936.jpg.chip.jpg,UTKFace,1,1
53,53_0_1_20170120222553113.jpg.chip.jpg,UTKFace,0,1
23,23_1_4_20161223230013995.jpg.chip.jpg,UTKFace,1,4
7,7_1_1_20170109201647377.jpg.chip.jpg,UTKFace,1,1
15,15_1_0_20170109213421667.jpg.chip.jpg,UTKFace,1,0
61,61_0_2_20170104210058436.jpg.chip.jpg,UTKFace,0,2
78,78_1_0_20170120230348881.jpg.chip.jpg,UTKFace,1,0
85,85_1_3_20170110183946188.jpg.chip.jpg,UTKFace,1,3
83,83_1_0_20170120230355596.jpg.chip.jpg,UTKFace,1,0
38,38_0_4_20170109013315959.jpg.chip.jpg,UTKFace,0,4
19,19_0_4_20170117193404789.jpg.chip.jpg,UTKFace,0,4
27,27_1_1_20170117165225648.jpg.chip.jpg,UTKFace,1,1
100,100_1_2_20170112213615815.jpg.chip.jpg,UTKFace,1,2
29,29_1_4_20170117202750455.jpg.chip.jpg,UTKFace,1,4
73,73_1_0_20170120230000346.jpg.chip.jpg,UTKFace,1,0
18,18_0_2_20170116163826980.jpg.chip.jpg,UTKFace,0,2
89,89_1_3_20170109150838156.jpg.chip.jpg,UTKFace,1,3
3,3_1_4_20170103205114064.jpg.chip.jpg,UTKFace,1,4
89,89_1_0_20170120230308115.jpg.chip.jpg,UTKFace,1,0
15,15_1_4_20170103201247846.jpg.chip.jpg,UTKFace,1,4
35,35_1_4_20170117200255252.jpg.chip.jpg,UTKFace,1,4
80,80_0_2_20170116233216420.jpg.chip.jpg,UTKFace,0,2
65,65_1_2_20161219160537365.jpg.chip.jpg,UTKFace,1,2
60,60_0_1_20170117194137742.jpg.chip.jpg,UTKFace,0,1
79,79_1_0_20170110131753196.jpg.chip.jpg,UTKFace,1,0
48,48_0_4_20170104211950852.jpg.chip.jpg,UTKFace,0,4
59,59_1_0_20170110141603824.jpg.chip.jpg,UTKFace,1,0
29,29_0_2_20170116205917784.jpg.chip.jpg,UTKFace,0,2
8,8_1_4_20161223230041764.jpg.chip.jpg,UTKFace,1,4
89,89_1_3_20170110183718790.jpg.chip.jpg,UTKFace,1,3
86,86_1_2_20170120230217673.jpg.chip.jpg,UTKFace,1,2
35,35_1_4_20170104181328997.jpg.chip.jpg,UTKFace,1,4
73,73_0_1_20170117195312638.jpg.chip.jpg,UTKFace,0,1
60,60_1_2_20170116192433309.jpg.chip.jpg,UTKFace,1,2
10,10_1_2_20170109205037024.jpg.chip.jpg,UTKFace,1,2
28,28_0_4_20170109140345949.jpg.chip.jpg,UTKFace,0,4
73,73_0_3_20170119212043986.jpg.chip.jpg,UTKFace,0,3
39,39_0_4_20170104200746817.jpg.chip.jpg,UTKFace,0,4
42,42_1_0_20170119204510263.jpg.chip.jpg,UTKFace,1,0
49,49_0_4_20170104210601356.jpg.chip.jpg,UTKFace,0,4
64,64_0_3_20170119164145677.jpg.chip.jpg,UTKFace,0,3
68,68_0_3_20170117172636569.jpg.chip.jpg,UTKFace,0,3
27,27_1_3_20170104231417083.jpg.chip.jpg,UTKFace,1,3
20,20_1_4_20170103224557431.jpg.chip.jpg,UTKFace,1,4
39,39_1_4_20170105001146812.jpg.chip.jpg,UTKFace,1,4
52,52_1_0_20170104210704511.jpg.chip.jpg,UTKFace,1,0
27,27_0_3_20161220221833874.jpg.chip.jpg,UTKFace,0,3
51,51_1_1_20170110120110913.jpg.chip.jpg,UTKFace,1,1
52,52_0_3_20170119205733615.jpg.chip.jpg,UTKFace,0,3
4,4_0_2_20161219162919806.jpg.chip.jpg,UTKFace,0,2
1,1_1_4_20161221194943920.jpg.chip.jpg,UTKFace,1,4
26,26_1_2_20170116180854138.jpg.chip.jpg,UTKFace,1,2
15,15_0_4_20170104011201568.jpg.chip.jpg,UTKFace,0,4
65,65_0_1_20170117191903245.jpg.chip.jpg,UTKFace,0,1
21,21_1_3_20170104222105822.jpg.chip.jpg,UTKFace,1,3
35,35_0_2_20170116181329511.jpg.chip.jpg,UTKFace,0,2
26,26_0_3_20170119180844118.jpg.chip.jpg,UTKFace,0,3
1,1_1_3_20161220220708394.jpg.chip.jpg,UTKFace,1,3
26,26_1_3_20170104232408872.jpg.chip.jpg,UTKFace,1,3
28,28_0_3_20170119194509114.jpg.chip.jpg,UTKFace,0,3
34,34_1_1_20170116010920708.jpg.chip.jpg,UTKFace,1,1
26,26_1_3_20170117174016693.jpg.chip.jpg,UTKFace,1,3
4,4_0_3_20161220220741730.jpg.chip.jpg,UTKFace,0,3
42,42_0_1_20170117171459684.jpg.chip.jpg,UTKFace,0,1
20,20_1_1_20170116162433766.jpg.chip.jpg,UTKFace,1,1
16,16_1_1_20170114025520014.jpg.chip.jpg,UTKFace,1,1
46,46_1_0_20170109142329559.jpg.chip.jpg,UTKFace,1,0
78,78_0_0_20170111222249342.jpg.chip.jpg,UTKFace,0,0
13,13_0_0_20170110224337867.jpg.chip.jpg,UTKFace,0,0
45,45_0_3_20170119200136571.jpg.chip.jpg,UTKFace,0,3
24,24_1_2_20170116174413898.jpg.chip.jpg,UTKFace,1,2
